path,label,source,group,category
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001365.wav,0,ESC50,esc50_fold_1,keyboard_typing
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004347.wav,1,DADS,dads_004347,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000522.wav,1,DADS,dads_000522,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000964.wav,0,ESC50,esc50_fold_4,brushing_teeth
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002842.wav,1,DADS,dads_002842,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005136.wav,1,DADS,dads_005136,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005831.wav,1,DADS,dads_005831,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004403.wav,1,DADS,dads_004403,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000235.wav,0,ESC50,esc50_fold_1,siren
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003656.wav,1,DADS,dads_003656,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001858.wav,1,DADS,dads_001858,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003720.wav,1,DADS,dads_003720,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002645.wav,1,DADS,dads_002645,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001404.wav,0,ESC50,esc50_fold_3,cat
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000349.wav,1,DADS,dads_000349,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003081.wav,1,DADS,dads_003081,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005115.wav,1,DADS,dads_005115,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000604.wav,0,ESC50,esc50_fold_4,breathing
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002322.wav,1,DADS,dads_002322,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004991.wav,1,DADS,dads_004991,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005973.wav,1,DADS,dads_005973,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000001.wav,1,DADS,dads_000001,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001346.wav,1,DADS,dads_001346,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001116.wav,1,DADS,dads_001116,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005066.wav,1,DADS,dads_005066,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001510.wav,1,DADS,dads_001510,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003467.wav,1,DADS,dads_003467,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000845.wav,0,ESC50,esc50_fold_2,toilet_flush
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005157.wav,1,DADS,dads_005157,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002242.wav,1,DADS,dads_002242,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000954.wav,0,ESC50,esc50_fold_5,thunderstorm
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001232.wav,1,DADS,dads_001232,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002987.wav,1,DADS,dads_002987,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005444.wav,1,DADS,dads_005444,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005259.wav,1,DADS,dads_005259,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004010.wav,1,DADS,dads_004010,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005681.wav,1,DADS,dads_005681,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005690.wav,1,DADS,dads_005690,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002005.wav,1,DADS,dads_002005,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003723.wav,1,DADS,dads_003723,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000556.wav,1,DADS,dads_000556,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004461.wav,1,DADS,dads_004461,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001967.wav,0,ESC50,esc50_fold_2,keyboard_typing
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003578.wav,1,DADS,dads_003578,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002351.wav,1,DADS,dads_002351,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000006.wav,1,DADS,dads_000006,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005257.wav,1,DADS,dads_005257,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005520.wav,1,DADS,dads_005520,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001530.wav,0,ESC50,esc50_fold_1,fireworks
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001437.wav,0,ESC50,esc50_fold_1,crackling_fire
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001060.wav,0,ESC50,esc50_fold_5,pig
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004256.wav,1,DADS,dads_004256,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000637.wav,1,DADS,dads_000637,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005542.wav,1,DADS,dads_005542,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001800.wav,0,ESC50,esc50_fold_5,coughing
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003734.wav,1,DADS,dads_003734,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001373.wav,1,DADS,dads_001373,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004687.wav,1,DADS,dads_004687,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005384.wav,1,DADS,dads_005384,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000812.wav,0,ESC50,esc50_fold_4,footsteps
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003161.wav,1,DADS,dads_003161,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000063.wav,1,DADS,dads_000063,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005399.wav,1,DADS,dads_005399,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001673.wav,1,DADS,dads_001673,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005318.wav,1,DADS,dads_005318,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004252.wav,1,DADS,dads_004252,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001410.wav,1,DADS,dads_001410,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004383.wav,1,DADS,dads_004383,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005993.wav,1,DADS,dads_005993,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002720.wav,1,DADS,dads_002720,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005365.wav,1,DADS,dads_005365,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003876.wav,1,DADS,dads_003876,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002807.wav,1,DADS,dads_002807,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000482.wav,1,DADS,dads_000482,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001790.wav,0,ESC50,esc50_fold_2,crackling_fire
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002654.wav,1,DADS,dads_002654,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003996.wav,1,DADS,dads_003996,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000165.wav,1,DADS,dads_000165,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000652.wav,1,DADS,dads_000652,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000375.wav,0,ESC50,esc50_fold_4,washing_machine
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005196.wav,1,DADS,dads_005196,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004746.wav,1,DADS,dads_004746,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000965.wav,1,DADS,dads_000965,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004958.wav,1,DADS,dads_004958,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000133.wav,0,ESC50,esc50_fold_2,coughing
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002806.wav,1,DADS,dads_002806,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000123.wav,1,DADS,dads_000123,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001476.wav,1,DADS,dads_001476,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003102.wav,1,DADS,dads_003102,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001310.wav,0,ESC50,esc50_fold_4,insects
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000778.wav,1,DADS,dads_000778,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001773.wav,0,ESC50,esc50_fold_4,crow
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005624.wav,1,DADS,dads_005624,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000274.wav,1,DADS,dads_000274,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001757.wav,0,ESC50,esc50_fold_4,wind
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001417.wav,0,ESC50,esc50_fold_3,chirping_birds
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000230.wav,0,ESC50,esc50_fold_5,hen
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000330.wav,1,DADS,dads_000330,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005440.wav,1,DADS,dads_005440,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001040.wav,1,DADS,dads_001040,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000750.wav,1,DADS,dads_000750,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000104.wav,0,ESC50,esc50_fold_1,engine
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000108.wav,1,DADS,dads_000108,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001762.wav,1,DADS,dads_001762,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001084.wav,0,ESC50,esc50_fold_5,drinking_sipping
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000384.wav,0,ESC50,esc50_fold_4,door_wood_knock
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000528.wav,0,ESC50,esc50_fold_3,breathing
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005412.wav,1,DADS,dads_005412,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004338.wav,1,DADS,dads_004338,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002948.wav,1,DADS,dads_002948,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001610.wav,1,DADS,dads_001610,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000473.wav,1,DADS,dads_000473,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004473.wav,1,DADS,dads_004473,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000707.wav,0,ESC50,esc50_fold_2,toilet_flush
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002660.wav,1,DADS,dads_002660,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003488.wav,1,DADS,dads_003488,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005110.wav,1,DADS,dads_005110,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001651.wav,0,ESC50,esc50_fold_1,wind
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001428.wav,1,DADS,dads_001428,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003427.wav,1,DADS,dads_003427,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005345.wav,1,DADS,dads_005345,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003855.wav,1,DADS,dads_003855,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004149.wav,1,DADS,dads_004149,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004065.wav,1,DADS,dads_004065,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000268.wav,0,ESC50,esc50_fold_1,can_opening
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000045.wav,0,ESC50,esc50_fold_3,crackling_fire
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004935.wav,1,DADS,dads_004935,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000365.wav,1,DADS,dads_000365,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003270.wav,1,DADS,dads_003270,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000473.wav,0,ESC50,esc50_fold_4,church_bells
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004156.wav,1,DADS,dads_004156,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000428.wav,0,ESC50,esc50_fold_3,snoring
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000185.wav,0,ESC50,esc50_fold_2,door_wood_creaks
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004495.wav,1,DADS,dads_004495,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001414.wav,0,ESC50,esc50_fold_1,door_wood_creaks
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003625.wav,1,DADS,dads_003625,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001751.wav,0,ESC50,esc50_fold_5,keyboard_typing
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000609.wav,0,ESC50,esc50_fold_5,pig
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002183.wav,1,DADS,dads_002183,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001923.wav,1,DADS,dads_001923,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005712.wav,1,DADS,dads_005712,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000571.wav,1,DADS,dads_000571,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000986.wav,1,DADS,dads_000986,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005884.wav,1,DADS,dads_005884,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002341.wav,1,DADS,dads_002341,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001228.wav,0,ESC50,esc50_fold_2,door_wood_knock
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003407.wav,1,DADS,dads_003407,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001573.wav,0,ESC50,esc50_fold_1,chirping_birds
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001349.wav,0,ESC50,esc50_fold_1,engine
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001739.wav,1,DADS,dads_001739,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003056.wav,1,DADS,dads_003056,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003806.wav,1,DADS,dads_003806,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001456.wav,0,ESC50,esc50_fold_2,rooster
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004090.wav,1,DADS,dads_004090,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001889.wav,1,DADS,dads_001889,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004441.wav,1,DADS,dads_004441,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001923.wav,0,ESC50,esc50_fold_4,car_horn
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000019.wav,1,DADS,dads_000019,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005265.wav,1,DADS,dads_005265,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000836.wav,1,DADS,dads_000836,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000562.wav,0,ESC50,esc50_fold_3,thunderstorm
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003790.wav,1,DADS,dads_003790,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005356.wav,1,DADS,dads_005356,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002330.wav,1,DADS,dads_002330,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001217.wav,1,DADS,dads_001217,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005331.wav,1,DADS,dads_005331,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000314.wav,0,ESC50,esc50_fold_3,sea_waves
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005851.wav,1,DADS,dads_005851,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003544.wav,1,DADS,dads_003544,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005854.wav,1,DADS,dads_005854,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000813.wav,1,DADS,dads_000813,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001775.wav,1,DADS,dads_001775,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001255.wav,1,DADS,dads_001255,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003828.wav,1,DADS,dads_003828,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003289.wav,1,DADS,dads_003289,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004029.wav,1,DADS,dads_004029,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000008.wav,0,ESC50,esc50_fold_1,crackling_fire
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003357.wav,1,DADS,dads_003357,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000826.wav,1,DADS,dads_000826,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000725.wav,0,ESC50,esc50_fold_2,hand_saw
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005637.wav,1,DADS,dads_005637,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003745.wav,1,DADS,dads_003745,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001050.wav,1,DADS,dads_001050,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000463.wav,1,DADS,dads_000463,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000649.wav,1,DADS,dads_000649,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000493.wav,0,ESC50,esc50_fold_2,car_horn
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000703.wav,0,ESC50,esc50_fold_5,crickets
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002354.wav,1,DADS,dads_002354,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001616.wav,1,DADS,dads_001616,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004751.wav,1,DADS,dads_004751,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000889.wav,0,ESC50,esc50_fold_1,washing_machine
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003929.wav,1,DADS,dads_003929,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000767.wav,1,DADS,dads_000767,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005724.wav,1,DADS,dads_005724,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000968.wav,0,ESC50,esc50_fold_1,door_wood_creaks
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001785.wav,0,ESC50,esc50_fold_2,keyboard_typing
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004222.wav,1,DADS,dads_004222,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003913.wav,1,DADS,dads_003913,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001519.wav,0,ESC50,esc50_fold_2,chainsaw
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004110.wav,1,DADS,dads_004110,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004796.wav,1,DADS,dads_004796,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002963.wav,1,DADS,dads_002963,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001268.wav,1,DADS,dads_001268,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001971.wav,1,DADS,dads_001971,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004077.wav,1,DADS,dads_004077,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004407.wav,1,DADS,dads_004407,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000149.wav,0,ESC50,esc50_fold_1,thunderstorm
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003610.wav,1,DADS,dads_003610,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002019.wav,1,DADS,dads_002019,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003275.wav,1,DADS,dads_003275,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005198.wav,1,DADS,dads_005198,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000954.wav,1,DADS,dads_000954,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004649.wav,1,DADS,dads_004649,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005166.wav,1,DADS,dads_005166,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005028.wav,1,DADS,dads_005028,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001903.wav,0,ESC50,esc50_fold_2,rooster
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005436.wav,1,DADS,dads_005436,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001758.wav,1,DADS,dads_001758,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002569.wav,1,DADS,dads_002569,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001801.wav,1,DADS,dads_001801,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003304.wav,1,DADS,dads_003304,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003392.wav,1,DADS,dads_003392,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004319.wav,1,DADS,dads_004319,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001892.wav,0,ESC50,esc50_fold_2,crow
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003099.wav,1,DADS,dads_003099,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004060.wav,1,DADS,dads_004060,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001505.wav,1,DADS,dads_001505,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005594.wav,1,DADS,dads_005594,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002013.wav,1,DADS,dads_002013,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003238.wav,1,DADS,dads_003238,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002227.wav,1,DADS,dads_002227,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000510.wav,0,ESC50,esc50_fold_1,dog
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002022.wav,1,DADS,dads_002022,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004713.wav,1,DADS,dads_004713,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000298.wav,0,ESC50,esc50_fold_5,chainsaw
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000678.wav,0,ESC50,esc50_fold_3,sneezing
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001857.wav,0,ESC50,esc50_fold_5,helicopter
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004871.wav,1,DADS,dads_004871,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005716.wav,1,DADS,dads_005716,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003267.wav,1,DADS,dads_003267,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001269.wav,1,DADS,dads_001269,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000772.wav,1,DADS,dads_000772,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003970.wav,1,DADS,dads_003970,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000728.wav,1,DADS,dads_000728,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002647.wav,1,DADS,dads_002647,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001540.wav,0,ESC50,esc50_fold_2,hand_saw
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002174.wav,1,DADS,dads_002174,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002203.wav,1,DADS,dads_002203,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002558.wav,1,DADS,dads_002558,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002093.wav,1,DADS,dads_002093,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001218.wav,1,DADS,dads_001218,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000700.wav,0,ESC50,esc50_fold_5,snoring
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004012.wav,1,DADS,dads_004012,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005213.wav,1,DADS,dads_005213,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004742.wav,1,DADS,dads_004742,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002433.wav,1,DADS,dads_002433,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001689.wav,1,DADS,dads_001689,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001340.wav,0,ESC50,esc50_fold_5,drinking_sipping
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001842.wav,0,ESC50,esc50_fold_3,rooster
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000466.wav,0,ESC50,esc50_fold_1,laughing
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002904.wav,1,DADS,dads_002904,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004508.wav,1,DADS,dads_004508,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001676.wav,0,ESC50,esc50_fold_4,crying_baby
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004008.wav,1,DADS,dads_004008,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002311.wav,1,DADS,dads_002311,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002803.wav,1,DADS,dads_002803,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001283.wav,1,DADS,dads_001283,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005537.wav,1,DADS,dads_005537,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000576.wav,0,ESC50,esc50_fold_2,sheep
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005677.wav,1,DADS,dads_005677,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000691.wav,1,DADS,dads_000691,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005515.wav,1,DADS,dads_005515,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005369.wav,1,DADS,dads_005369,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001814.wav,1,DADS,dads_001814,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004400.wav,1,DADS,dads_004400,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004859.wav,1,DADS,dads_004859,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004714.wav,1,DADS,dads_004714,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000993.wav,1,DADS,dads_000993,
